Category SCC,MNRiskS category name,SCC Codes,Subcategories,Surrogate for apportioning,NO2 Frx,Diesel Source,Diesel PM Frx,Source Category,Acronym for Surrogate,2011 Update
NR_COMM,nonroad - Off-highway Vehicle Commercial Equipment,2267006025,Off-highway Vehicle Gasoline - LPG - Commercial Equipment - Welders,"Mixed, Retail, and Other Commercial/Institutional land use in metro - outstate LU categories 23,24 (med & high intensity developed)",0.1,FALSE,1,Non-Road,Frx Commercial/Institutional in METRO / Frx med & hi development,"removed industrial, added institutional, retail, and mixed commercial to surrogate"
NR_COMM,nonroad - Off-highway Vehicle Commercial Equipment,2267006030,Off-highway Vehicle Gasoline - LPG - Commercial Equipment - Pressure Washers,"Mixed, Retail, and Other Commercial/Institutional land use in metro - outstate LU categories 23,24 (med & high intensity developed)",0.1,FALSE,1,Non-Road,Frx Commercial/Institutional in METRO / Frx med & hi development,"removed industrial, added institutional, retail, and mixed commercial to surrogate"
NR_COMM,nonroad - Off-highway Vehicle Commercial Equipment,2267006035,Off-highway Vehicle Gasoline - LPG - Commercial Equipment - Hydro-power Units,"Mixed, Retail, and Other Commercial/Institutional land use in metro - outstate LU categories 23,24 (med & high intensity developed)",0.1,FALSE,1,Non-Road,Frx Commercial/Institutional in METRO / Frx med & hi development,"removed industrial, added institutional, retail, and mixed commercial to surrogate"
NR_COMM,nonroad - Off-highway Vehicle Commercial Equipment,2270006005,Off-highway Vehicle Gasoline - Diesel - Commercial Equipment - Generator Sets,"Mixed, Retail, and Other Commercial/Institutional land use in metro - outstate LU categories 23,24 (med & high intensity developed)",0.1,TRUE,1,Non-Road,Frx Commercial/Institutional in METRO / Frx med & hi development,"removed industrial, added institutional, retail, and mixed commercial to surrogate"
NR_COMM,nonroad - Off-highway Vehicle Commercial Equipment,2270006010,Off-highway Vehicle Gasoline - Diesel - Commercial Equipment - Pumps,"Mixed, Retail, and Other Commercial/Institutional land use in metro - outstate LU categories 23,24 (med & high intensity developed)",0.1,TRUE,1,Non-Road,Frx Commercial/Institutional in METRO / Frx med & hi development,"removed industrial, added institutional, retail, and mixed commercial to surrogate"
NR_COMM,nonroad - Off-highway Vehicle Commercial Equipment,2270006015,Off-highway Vehicle Gasoline - Diesel - Commercial Equipment - Air Compressors,"Mixed, Retail, and Other Commercial/Institutional land use in metro - outstate LU categories 23,24 (med & high intensity developed)",0.1,TRUE,1,Non-Road,Frx Commercial/Institutional in METRO / Frx med & hi development,"removed industrial, added institutional, retail, and mixed commercial to surrogate"
NR_COMM,nonroad - Off-highway Vehicle Commercial Equipment,2270006025,Off-highway Vehicle Gasoline - Diesel - Commercial Equipment - Welders,"Mixed, Retail, and Other Commercial/Institutional land use in metro - outstate LU categories 23,24 (med & high intensity developed)",0.1,TRUE,1,Non-Road,Frx Commercial/Institutional in METRO / Frx med & hi development,"removed industrial, added institutional, retail, and mixed commercial to surrogate"
NR_COMM,nonroad - Off-highway Vehicle Commercial Equipment,2270006030,Off-highway Vehicle Gasoline - Diesel - Commercial Equipment - Pressure Washers,"Mixed, Retail, and Other Commercial/Institutional land use in metro - outstate LU categories 23,24 (med & high intensity developed)",0.1,TRUE,1,Non-Road,Frx Commercial/Institutional in METRO / Frx med & hi development,"removed industrial, added institutional, retail, and mixed commercial to surrogate"
NR_COMM,nonroad - Off-highway Vehicle Commercial Equipment,2270006035,Off-highway Vehicle Gasoline - Diesel - Commercial Equipment - Hydro-power Units,"Mixed, Retail, and Other Commercial/Institutional land use in metro - outstate LU categories 23,24 (med & high intensity developed)",0.1,TRUE,1,Non-Road,Frx Commercial/Institutional in METRO / Frx med & hi development,"removed industrial, added institutional, retail, and mixed commercial to surrogate"
NR_LOGGING,nonroad - Off-highway Vehicle - Logging Equipment,2265007010,"Off-highway Vehicle Gasoline, 4-Stroke - Logging Equipment - Shredders : 6 HP","land use categories forest = 41, 42, 43, 52",0.1,FALSE,1,Non-Road,frx_forest,
NR_LOGGING,nonroad - Off-highway Vehicle - Logging Equipment,2265007015,"Off-highway Vehicle Gasoline, 4-Stroke - Logging Equipment - Forest Eqp - Feller/Bunch/Skidder","land use categories forest = 41, 42, 43, 52",0.1,FALSE,1,Non-Road,frx_forest,
NR_LOGGING,nonroad - Off-highway Vehicle - Logging Equipment,2260007005,"Off-highway Vehicle Gasoline, 2-Stroke - Logging Equipment - Chain Saws : 6 HP","land use categories forest = 41, 42, 43, 52",0.1,FALSE,1,Non-Road,frx_forest,
NR_LOGGING,nonroad - Off-highway Vehicle - Logging Equipment,2270007015,Off-highway Vehicle Gasoline - Diesel - Logging Equipment - Forest Eqp - Feller/Bunch/Skidder,"land use categories forest = 41, 42, 43, 52",0.1,TRUE,1,Non-Road,frx_forest,
OR_GAS,onroad - gasoline,2201110080,Mobile-Motorcycle-Gas,VKT,0.05,FALSE,0.97,On-Road,,
OR_GAS,onroad - gasoline,2201210080,Mobile-Passenger Car-Gas,VKT,0.08,FALSE,0.97,On-Road,,
OR_GAS,onroad - gasoline,2201310080,Mobile-Passenger Truck-Gas,VKT,0.09,FALSE,0.97,On-Road,,
OR_GAS,onroad - gasoline,2201320080,Mobile-Light Commercial Truck-Gas,VKT,0.10,FALSE,0.97,On-Road,,
OR_GAS,onroad - gasoline,2201410080,Mobile-Intercity Bus-Gas,VKT,0.06,FALSE,0.97,On-Road,,
OR_GAS,onroad - gasoline,2201420080,Mobile-Transit Bus-Gas,VKT,0.06,FALSE,0.97,On-Road,,
OR_GAS,onroad - gasoline,2201430080,Mobile-School Bus-Gas,VKT,0.03,FALSE,0.97,On-Road,,
OR_GAS,onroad - gasoline,2201510080,Mobile-Refuse Truck-Gas,VKT,0.06,FALSE,0.97,On-Road,,
OR_GAS,onroad - gasoline,2201520080,Mobile-Single Unit Short-haul Truck-Gas,VKT,0.06,FALSE,0.97,On-Road,,
OR_GAS,onroad - gasoline,2201530080,Mobile-Single Unit Long-haul Truck-Gas,VKT,0.06,FALSE,0.97,On-Road,,
OR_GAS,onroad - gasoline,2201540080,Mobile-Motor Home-Gas,VKT,0.05,FALSE,0.97,On-Road,,
OR_GAS,onroad - gasoline,2201610080,Mobile-Combination Short-haul Truck-Gas,VKT,0.04,FALSE,0.97,On-Road,,
OR_GAS,onroad - gasoline,2201620080,Mobile-Combination Long-haul Truck-Gas,VKT,0.04,FALSE,0.97,On-Road,,
OR_GAS,onroad - gasoline,2203110080,Mobile-Motorcycle CNG,VKT,0.13,FALSE,0.967,On-Road,,new
OR_GAS,onroad - gasoline,2203210080,Mobile-Passenger Car-CNG,VKT,0.13,FALSE,0.97,On-Road,,new
OR_GAS,onroad - gasoline,2203310080,Mobile-Passenger Truck-CNG,VKT,0.13,FALSE,0.97,On-Road,,new
OR_GAS,onroad - gasoline,2203320080,Mobile-Light Commercial Truck-CNG,VKT,0.13,FALSE,0.97,On-Road,,new
OR_GAS,onroad - gasoline,2203410080,Mobile-Intercity Bus-CNG,VKT,0.13,FALSE,0.97,On-Road,,new
OR_GAS,onroad - gasoline,2203420080,Mobile-Transit Bus-CNG,VKT,0.13,FALSE,0.97,On-Road,,new
OR_GAS,onroad - gasoline,2203430080,Mobile-School Bus-CNG,VKT,0.13,FALSE,0.97,On-Road,,new
OR_GAS,onroad - gasoline,2203510080,Mobile-Refuse Truck-CNG,VKT,0.13,FALSE,0.97,On-Road,,new
OR_GAS,onroad - gasoline,2203520080,Mobile-Single Unit Short-haul Truck-CNG,VKT,0.13,FALSE,0.97,On-Road,,new
OR_GAS,onroad - gasoline,2203530080,Mobile-Single Unit Long-haul Truck-CNG,VKT,0.13,FALSE,0.97,On-Road,,new
OR_GAS,onroad - gasoline,2203540080,Mobile-Motor Home-CNG,VKT,0.13,FALSE,0.97,On-Road,,new
OR_GAS,onroad - gasoline,2203610080,Mobile-Combination Short-haul Truck-CNG,VKT,0.13,FALSE,0.97,On-Road,,new
OR_GAS,onroad - gasoline,2203620080,Mobile-Combination Long-haul Truck-CNG,VKT,0.13,FALSE,0.97,On-Road,,new
OR_DIESEL,onroad - diesel,2202110080,Mobile-Motorcycle-Diesel,VKT with diesel fractions from MnDOT,0.05,TRUE,0.97,On-Road,,
OR_DIESEL,onroad - diesel,2202210080,Mobile-Passenger Car-Diesel,VKT with diesel fractions from MnDOT,0.07,TRUE,0.97,On-Road,,
OR_DIESEL,onroad - diesel,2202310080,Mobile-Passenger Truck-Diesel,VKT with diesel fractions from MnDOT,0.09,TRUE,0.97,On-Road,,
OR_DIESEL,onroad - diesel,2202320080,Mobile-Light Commercial Truck-Diesel,VKT with diesel fractions from MnDOT,0.08,TRUE,0.97,On-Road,,
OR_DIESEL,onroad - diesel,2202410080,Mobile-Intercity Bus-Diesel,VKT with diesel fractions from MnDOT,0.07,TRUE,0.97,On-Road,,
OR_DIESEL,onroad - diesel,2202420080,Mobile-Transit Bus-Diesel,VKT with diesel fractions from MnDOT,0.07,TRUE,0.97,On-Road,,
OR_DIESEL,onroad - diesel,2202430080,Mobile-School Bus-Diesel,VKT with diesel fractions from MnDOT,0.07,TRUE,0.97,On-Road,,
OR_DIESEL,onroad - diesel,2202510080,Mobile-Refuse Truck-Diesel,VKT with diesel fractions from MnDOT,0.08,TRUE,0.97,On-Road,,
OR_DIESEL,onroad - diesel,2202520080,Mobile-Single Unit Short-haul Truck-Diesel,VKT with diesel fractions from MnDOT,0.08,TRUE,0.97,On-Road,,
OR_DIESEL,onroad - diesel,2202530080,Mobile-Single Unit Long-haul Truck-Diesel,VKT with diesel fractions from MnDOT,0.08,TRUE,0.97,On-Road,,
OR_DIESEL,onroad - diesel,2202540080,Mobile-Motor Home-Diesel,VKT with diesel fractions from MnDOT,0.08,TRUE,0.97,On-Road,,
OR_DIESEL,onroad - diesel,2202610080,Mobile-Combination Short-haul Truck-Diesel,VKT with diesel fractions from MnDOT,0.08,TRUE,0.97,On-Road,,
OR_DIESEL,onroad - diesel,2202620080,Mobile-Combination Long-haul Truck-Diesel,VKT with diesel fractions from MnDOT,0.10,TRUE,0.97,On-Road,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
